Index,Position,High Score,High Rebound,High Assist,High Steal,High Free Throws,High Three Pointers,High Block,Total Games,Total Points,Hall Of Famer,Points,Assists,Rebound,Height,Weight,Country,Previous Team,Birthdate,Total Awards,Draft Year,Draft Round,Draft Pick
2212,4,5,4,0,0,3,0,1,82,107,False,1.3,0.1,2.3,2.11,112.0,72,517,1983,0,-1,-1,-1
2213,3,19,6,4,2,6,0,3,766,6230,False,8.1,1.2,5.9,2.08,95.0,72,241,1952,1,1973,1,9
2214,1,0,0,0,0,0,0,0,14,13,False,0.9,0.3,0.7,2.13,95.0,72,158,1961,0,1984,1,23
2215,7,32,11,8,5,10,5,6,954,14155,False,14.8,2.9,4.0,1.98,91.0,72,543,1971,7,1994,1,10
2216,3,19,11,6,3,6,0,4,363,3257,False,9.0,0.9,4.8,2.08,102.0,72,368,1956,0,1979,2,31
2217,6,17,6,4,3,4,4,2,430,3206,False,7.5,2.3,2.2,1.88,102.0,72,415,1979,0,2002,1,14
2218,3,16,7,4,4,7,2,3,144,1391,False,9.8,2.5,4.1,2.01,93.0,72,5,1998,1,2021,2,35
2219,6,0,0,0,0,0,0,0,17,76,False,4.5,0.7,1.5,1.91,82.0,72,24,1949,0,1971,6,97
2220,0,0,0,0,0,0,0,0,32,155,False,4.8,0.3,2.3,2.01,100.0,72,550,1993,0,2016,-1,-1
2221,7,25,9,5,2,10,5,6,709,3717,False,5.2,0.5,1.8,2.03,99.0,72,328,1980,0,2003,2,49
2223,6,14,4,5,3,6,0,0,140,901,False,6.4,2.0,1.9,1.93,85.0,72,224,1945,0,1967,2,13
2224,3,2,0,0,0,0,0,0,51,214,False,4.2,0.5,2.2,2.01,93.0,72,89,1943,0,-1,-1,-1
2225,3,16,9,3,2,4,3,2,471,3325,False,7.1,0.9,4.2,2.03,104.0,72,217,1979,0,1999,1,27
2226,6,20,0,12,0,8,0,0,676,5011,True,7.4,4.3,3.5,1.85,91.0,72,471,1932,2,1956,-1,-1
2227,2,0,0,0,0,0,0,0,67,179,False,3.4,0.3,2.7,2.11,100.0,5,549,2001,0,2021,1,19
2228,3,0,0,0,0,0,0,0,32,95,False,3.0,0.3,2.4,2.03,118.0,72,617,1989,0,-1,-1,-1
2229,6,6,0,2,0,3,0,0,95,854,False,9.0,2.8,2.5,1.88,82.0,72,567,1942,0,1964,3,20
2230,3,11,3,3,1,3,0,1,374,1643,False,4.4,0.6,3.5,2.06,102.0,72,10,1953,0,1976,2,20
2231,6,0,0,0,0,0,0,0,10,23,False,2.3,0.6,1.3,1.98,98.0,72,511,1975,0,1983,4,82
2233,6,0,0,0,0,0,0,0,36,195,False,5.4,1.3,1.8,1.93,91.0,72,21,1998,0,-1,-1,-1
2234,6,11,0,2,0,4,0,0,188,1003,False,5.3,1.3,1.1,1.88,86.0,72,415,1945,0,1967,3,31
2235,1,6,8,2,1,1,0,2,70,245,False,3.5,0.8,3.4,2.11,107.0,72,87,1960,0,1984,4,90
2236,3,0,0,0,0,0,0,0,535,3726,False,7.0,1.3,7.4,2.03,120.0,72,361,1970,0,1992,2,41
2237,3,0,0,0,0,0,0,0,34,360,False,10.6,1.4,5.7,2.03,100.0,72,324,1946,0,1969,5,58
2238,1,9,4,4,2,3,0,2,75,370,False,4.9,1.1,4.1,2.06,102.0,72,518,1954,0,-1,-1,-1
2239,6,51,0,9,0,14,0,0,871,15411,True,17.7,2.5,4.9,1.93,90.0,72,382,1933,4,1957,1,8
2240,3,0,0,0,0,0,0,0,51,244,False,4.8,0.8,2.2,2.03,95.0,72,515,1966,0,1988,2,27
2241,0,6,6,1,1,2,0,2,281,839,False,3.0,0.4,2.3,2.08,107.0,72,493,1984,0,2006,2,33
2242,6,0,0,0,0,0,0,0,64,414,False,6.5,1.0,1.2,1.96,93.0,72,415,1942,0,-1,-1,-1
2243,0,19,13,6,2,7,1,3,234,2431,False,10.4,1.0,5.7,2.06,114.0,72,274,1992,0,2012,1,18
2244,6,0,0,0,0,0,0,0,174,1382,False,12.9,6.6,3.6,1.85,84.0,72,163,2000,0,2020,2,41
2245,6,21,9,9,4,5,4,1,535,3630,False,10.3,5.2,2.5,1.88,89.0,72,163,1996,0,2015,1,24
2246,6,30,1,8,0,11,0,0,607,6140,False,10.1,3.2,2.3,1.88,82.0,72,595,1942,0,1964,3,18
2247,3,20,0,0,0,8,0,0,140,1428,False,10.2,3.1,5.1,1.93,102.0,72,274,1926,1,1949,1,8
2248,3,0,0,0,0,0,0,0,159,1578,False,9.9,1.9,5.9,2.03,93.0,72,10,1947,0,1969,5,69
2249,6,27,0,4,0,5,0,0,272,2016,False,7.4,2.0,2.8,1.91,84.0,72,398,1936,0,1960,5,36
2251,3,8,4,1,0,0,2,1,143,488,False,3.4,0.4,1.8,2.11,107.0,72,45,1991,0,2012,1,28
2252,3,9,2,2,1,2,2,3,344,2152,False,5.0,0.5,2.4,1.98,95.0,72,578,1997,0,-1,-1,-1
2253,0,0,0,0,0,0,0,0,10,21,False,2.1,2.2,0.6,1.8,77.0,72,271,1970,0,1993,2,42
2254,1,26,22,5,4,14,0,5,1019,9132,False,5.1,0.9,5.2,2.11,120.0,72,550,1988,6,2008,2,35
2255,6,22,10,9,5,4,0,3,420,3414,False,8.1,3.8,1.9,1.85,77.0,72,464,1955,0,1977,2,33
2256,1,2,2,0,0,0,0,0,65,180,False,2.8,0.3,2.0,2.13,115.0,37,575,1986,0,2010,2,44
2257,6,63,19,14,6,23,6,5,1072,32292,True,30.1,5.3,6.2,1.98,98.0,72,380,1963,94,1984,1,3
2258,0,7,8,3,2,1,1,1,186,500,False,2.7,1.0,1.8,1.93,88.0,72,371,1968,0,-1,-1,-1
2260,3,0,0,0,0,0,0,0,30,68,False,2.3,0.4,1.4,2.01,90.0,72,448,1956,0,1978,4,84
2261,1,22,0,2,0,6,0,0,442,4835,False,10.9,1.7,6.9,2.08,93.0,72,630,1933,0,1956,-1,-1
2262,6,4,0,0,0,1,0,0,51,115,False,2.3,0.6,0.0,1.88,84.0,72,148,1921,0,-1,-1,-1
2263,1,20,0,3,0,10,0,0,268,2363,False,8.8,1.2,4.3,2.06,103.0,72,262,1925,0,-1,-1,-1
2264,1,0,0,0,0,0,0,0,28,41,False,1.5,0.0,0.0,1.96,91.0,72,405,1920,0,-1,-1,-1
2265,6,22,6,12,3,7,3,2,790,5588,False,6.9,3.5,1.7,1.91,91.0,13,549,1991,0,2011,1,29
2267,3,0,0,0,0,0,0,0,10,9,False,0.9,0.1,0.7,2.01,95.0,13,539,1988,0,2012,2,51
2269,3,0,0,0,0,0,0,0,15,82,False,5.5,0.7,2.1,2.08,93.0,58,322,2003,0,2022,1,27
2270,6,3,0,0,0,0,1,0,272,1482,False,5.4,1.0,1.6,1.98,84.0,72,583,1956,0,1978,2,30
2271,6,0,0,0,0,0,0,0,18,87,False,4.8,0.4,2.2,1.98,95.0,72,577,2001,0,-1,-1,-1
2272,1,0,0,0,0,0,0,0,55,143,False,1.5,0.0,2.5,2.08,113.0,13,200,1997,0,2019,1,27
2273,6,2,0,0,0,0,0,0,52,112,False,2.2,0.7,0.0,1.88,79.0,72,148,1925,0,1948,-1,-1
2274,3,14,0,5,0,6,0,0,212,1594,False,7.5,1.9,3.1,1.91,86.0,72,240,1928,0,1949,-1,-1
2275,1,17,0,4,0,11,0,0,209,1474,False,7.1,1.5,5.7,1.98,111.0,72,338,1932,0,1954,1,9
2276,0,0,0,0,0,0,0,0,13,86,False,6.6,0.9,1.6,2.01,87.0,30,421,1999,0,2021,2,60
2277,1,15,16,2,1,5,0,4,735,8208,False,11.2,1.3,7.6,2.13,120.0,72,108,1982,3,2003,1,6
2278,4,15,7,4,2,5,2,2,413,3630,False,2.5,0.9,1.4,2.13,109.0,72,637,1993,0,2015,1,9
2279,6,14,0,3,0,6,0,0,105,592,False,5.6,0.5,0.0,1.88,77.0,72,374,1919,0,-1,-1,-1
2280,0,20,5,2,1,2,4,0,509,3398,False,6.7,0.8,1.7,2.03,98.0,72,577,1981,0,2003,2,31
2281,6,0,0,0,0,0,0,0,59,384,False,6.5,0.5,0.0,1.78,75.0,72,204,1919,0,-1,-1,-1
2282,7,0,0,0,0,0,0,0,95,287,False,3.0,0.9,1.5,2.01,94.0,54,656,1993,0,2013,1,19
2283,6,0,0,1,0,0,0,0,24,58,False,2.4,1.0,1.3,1.96,98.0,72,59,1983,0,-1,-1,-1
2284,6,0,0,0,0,0,0,0,33,85,False,2.6,1.5,0.7,1.88,84.0,72,380,1951,0,1973,4,66
2286,1,0,0,0,0,0,0,0,73,198,False,2.7,0.2,2.6,2.16,118.0,16,485,1980,0,2002,2,40
2287,6,9,0,3,0,2,0,0,107,457,False,4.3,1.3,0.0,1.83,84.0,72,383,1923,0,1948,-1,-1
2288,3,4,0,2,0,2,0,0,525,6049,False,11.5,2.7,7.0,2.03,109.0,72,228,1946,0,1968,1,3
2289,1,0,0,0,0,0,0,0,25,23,False,0.9,0.1,1.0,2.11,118.0,54,271,1985,0,2008,2,56
2290,6,10,0,0,0,1,0,0,50,253,False,5.1,0.7,0.0,1.8,82.0,72,306,1915,0,-1,-1,-1
2291,3,0,0,0,0,0,0,0,51,198,False,3.9,0.4,2.5,1.98,99.0,72,282,1959,0,1980,8,169
2294,3,18,8,4,3,4,1,2,617,3107,False,5.0,0.7,4.1,2.06,104.0,72,530,1970,0,1992,1,10
2295,6,0,0,0,0,0,0,0,20,44,False,2.2,0.5,0.3,1.93,84.0,72,474,1963,0,1985,3,63
2298,1,18,12,7,4,6,0,2,814,6199,False,7.6,2.6,7.0,2.13,107.0,72,530,1953,0,1975,1,7
2299,3,0,0,0,0,0,0,0,260,4918,False,18.9,2.9,9.5,2.01,102.0,72,405,1961,2,1982,1,8
2300,3,0,0,0,0,0,0,0,46,262,False,5.7,0.5,0.0,1.88,78.0,72,315,1918,0,-1,-1,-1
2301,3,0,0,0,0,0,0,0,163,981,False,6.0,1.3,3.1,2.11,104.0,72,163,1991,0,2013,2,48
2302,6,0,0,0,0,0,0,0,27,191,False,7.1,1.4,0.0,1.83,77.0,72,374,1924,0,1948,-1,-1
2303,3,4,6,1,1,2,0,0,305,2961,False,9.7,1.3,4.6,2.01,86.0,72,331,1957,0,1979,1,4
2304,6,0,1,1,0,0,0,0,46,85,False,1.8,0.4,0.7,1.91,88.0,72,108,1949,0,1973,8,129
2305,3,33,20,6,6,14,1,7,1051,15347,False,14.6,1.6,8.4,2.08,127.0,72,132,1969,8,1989,1,17
2306,0,16,9,4,2,6,0,0,280,1259,False,4.5,1.1,2.8,2.08,111.0,72,401,1964,0,1986,6,124
2307,3,0,0,0,0,0,0,0,24,80,False,3.3,0.3,1.5,1.98,90.0,72,448,1950,0,1974,3,47
2308,6,21,7,3,2,3,4,1,356,3512,False,9.3,1.5,2.7,1.96,93.0,72,163,1996,0,2017,1,12
2310,3,6,0,0,0,2,0,0,32,65,False,2.0,0.2,1.6,1.96,93.0,72,540,1949,0,1971,9,139
2311,3,0,0,0,0,0,0,0,86,454,False,5.3,0.8,3.0,1.98,95.0,72,163,1947,0,1968,10,122
2313,3,37,15,6,4,7,0,1,503,8535,False,17.0,2.6,7.8,2.06,93.0,72,324,1952,0,1973,3,50
2314,6,19,0,5,0,9,0,0,345,2434,False,7.1,2.1,3.5,1.88,85.0,72,511,1930,0,1953,-1,-1
2316,1,34,0,7,0,12,0,0,905,12480,False,13.8,2.2,11.2,2.06,104.0,72,251,1932,0,1954,1,6
2317,6,15,4,6,3,6,4,1,910,5437,False,6.0,1.8,1.2,1.85,82.0,72,19,1965,0,1988,2,50
2318,3,17,0,2,0,8,0,0,271,2057,False,7.6,2.5,6.3,1.98,98.0,72,306,1925,0,1949,1,9
2320,3,2,1,0,0,2,0,0,210,1084,False,5.2,0.4,3.6,2.11,104.0,72,217,1967,0,1990,1,12
2321,1,0,0,0,0,0,0,0,74,679,False,9.2,0.9,8.4,2.13,111.0,72,28,2001,1,2022,1,22
2323,0,0,0,0,0,0,0,0,14,83,False,1.3,0.0,0.3,2.03,102.0,72,596,1997,0,-1,-1,-1
2324,3,0,3,1,0,0,0,0,241,1262,False,5.2,0.8,2.3,2.01,95.0,72,504,1966,0,1988,1,22
2326,6,34,17,19,7,11,6,2,1391,17529,True,12.6,8.7,6.3,1.93,95.0,72,84,1973,43,1994,1,2
2328,3,0,0,0,0,0,0,0,68,247,False,3.6,0.3,3.4,2.06,107.0,72,332,1970,0,-1,-1,-1
2329,3,22,10,2,1,4,2,1,446,3750,False,8.4,1.2,5.4,1.98,105.0,72,274,1993,1,2012,1,2
2330,3,0,0,0,0,0,0,0,26,82,False,3.2,0.7,1.5,2.06,102.0,72,408,1951,0,-1,-1,-1
2331,6,2,0,1,0,0,0,0,53,124,False,2.3,1.2,1.0,1.85,77.0,72,539,1929,0,1951,2,13
2334,6,0,0,0,0,0,0,0,157,1616,False,10.3,1.5,2.7,1.93,96.0,72,119,1990,0,-1,-1,-1
2335,3,16,0,2,0,4,0,0,571,3470,False,6.1,1.0,6.8,1.98,100.0,72,133,1942,0,1965,3,26
2336,6,0,0,1,0,0,0,0,105,574,False,5.5,0.9,1.5,1.93,86.0,72,308,1966,0,1990,1,8
2337,3,0,0,0,0,0,0,0,13,21,False,1.6,0.5,0.5,1.8,69.0,72,648,1966,0,-1,-1,-1
2338,6,0,0,0,0,0,0,0,41,118,False,2.9,1.1,0.8,1.93,86.0,72,384,1958,0,1980,1,22
2339,3,28,9,4,4,5,1,1,534,6470,False,12.1,2.2,4.2,1.98,86.0,72,317,1959,0,1981,1,10
2340,3,46,12,5,3,12,1,2,874,19655,True,22.5,3.3,5.8,2.01,93.0,72,544,1956,16,1977,1,7
2341,0,0,0,0,1,0,0,0,103,693,False,6.7,1.1,3.0,2.03,98.0,72,605,1969,0,1992,2,45
2342,3,0,0,0,0,0,0,0,12,19,False,1.6,0.3,2.1,1.98,100.0,72,625,1931,0,-1,-1,-1
2343,6,0,0,0,0,0,0,0,13,27,False,2.1,0.5,1.2,1.85,84.0,72,623,1972,0,1995,2,37
2344,6,25,0,15,0,10,0,0,411,4219,False,10.3,4.8,3.9,1.83,79.0,72,582,1928,0,1950,-1,-1
2347,6,28,0,7,0,6,0,0,607,4377,False,7.2,2.3,2.5,1.88,79.0,72,575,1941,1,1963,2,13
2348,6,0,0,0,0,0,0,0,64,285,False,4.5,1.4,1.8,1.96,95.0,72,330,1973,0,1995,2,35
2349,3,0,0,0,0,0,0,0,27,129,False,20.0,2.0,4.0,2.01,93.0,72,415,1999,0,-1,-1,-1
2351,3,31,15,6,4,10,0,2,438,3898,False,8.9,1.6,6.2,1.98,102.0,72,5,1957,0,1979,1,18
2353,4,21,9,3,2,7,1,3,438,2819,False,6.4,0.9,3.3,2.11,113.0,72,407,1967,1,1989,1,6
2354,6,0,0,0,0,0,0,0,58,295,False,5.1,0.6,0.0,1.83,75.0,72,330,1924,0,-1,-1,-1
2356,6,2,2,0,1,2,0,0,109,511,False,4.7,0.5,1.3,1.98,86.0,72,488,1984,1,-1,-1,-1
2357,0,21,15,5,4,10,2,7,797,9431,False,11.8,2.7,5.5,2.06,107.0,54,80,1981,9,1999,1,24
2359,6,5,0,0,0,1,0,0,118,907,False,7.7,2.1,4.0,1.91,78.0,72,251,1924,0,-1,-1,-1
2360,3,0,0,0,0,0,0,0,151,1454,False,11.1,1.2,2.8,1.98,102.0,72,222,1999,0,2021,1,15
2363,1,8,9,2,1,2,0,3,680,1717,False,2.5,0.5,3.8,2.11,113.0,72,67,1961,0,1983,1,21
2364,0,23,11,5,4,6,4,2,507,7165,False,14.1,2.6,3.9,1.96,84.0,72,595,1974,2,1996,1,8
2365,3,25,10,4,2,4,8,3,363,2527,False,5.9,1.4,3.6,2.08,109.0,29,43,1992,0,-1,-1,-1
2366,0,15,11,3,2,6,1,1,965,4666,False,4.8,0.6,4.1,2.11,116.0,72,21,1962,1,1985,1,6
2367,3,23,9,2,1,5,4,1,409,3561,False,8.7,0.8,3.6,2.03,106.0,40,343,1985,2,2005,1,27
2369,6,3,0,1,0,1,0,0,11,15,False,1.4,0.6,0.0,1.7,68.0,72,595,1921,0,-1,-1,-1
2370,6,5,0,1,0,3,0,0,113,924,False,8.2,1.5,3.0,1.91,79.0,72,257,1926,0,1949,-1,-1
2371,3,25,2,4,1,5,0,0,671,10561,False,15.7,2.1,4.5,1.98,88.0,72,437,1952,1,1974,2,21
2374,0,0,0,0,0,0,0,0,451,6301,False,14.0,3.9,3.1,1.88,83.0,72,274,1991,1,2011,1,8
2375,6,11,7,7,4,5,0,1,729,5342,False,7.3,6.1,2.4,1.78,75.0,72,530,1975,1,1997,1,16
2376,4,2,3,0,0,0,0,2,108,401,False,3.7,0.3,1.5,2.03,115.0,72,632,1997,0,-1,-1,-1
2377,0,18,4,5,1,8,1,1,276,1699,False,6.2,2.8,1.3,1.85,79.0,72,147,1967,0,1990,2,31
2378,3,0,0,0,0,0,0,0,101,472,False,4.7,0.8,2.8,2.01,98.0,72,89,1947,0,1970,5,76
2379,3,8,0,1,1,2,0,2,283,3640,False,12.9,1.2,5.1,2.06,95.0,72,401,1955,0,1977,2,32
2380,1,9,5,1,1,2,0,1,371,1276,False,3.4,0.6,3.1,2.13,107.0,72,133,1974,1,1996,1,29
2381,1,20,0,0,0,6,0,0,131,873,False,6.7,1.6,0.0,2.01,98.0,72,155,1921,0,-1,-1,-1
2384,3,12,2,1,1,2,4,1,275,2053,False,6.6,0.5,2.8,2.01,98.0,72,274,1999,1,2018,1,9
2385,3,7,3,4,1,2,1,0,111,162,False,1.5,1.0,0.5,1.93,95.0,72,366,1964,0,1987,5,107
2386,3,26,0,7,0,7,0,0,814,9948,False,12.2,1.4,5.6,1.91,92.0,72,314,1939,0,1961,2,21
2387,1,0,0,0,0,0,0,0,58,182,False,3.1,0.5,2.9,2.13,104.0,12,19,2000,0,2022,2,33
2388,1,14,0,1,0,5,0,0,64,634,False,9.9,1.9,0.0,2.01,96.0,72,647,1920,0,-1,-1,-1
2390,1,19,13,4,3,11,0,4,784,3520,False,4.5,1.0,4.9,2.13,113.0,72,503,1963,1,1985,1,5
2391,6,9,6,3,2,2,1,2,206,951,False,5.1,1.4,4.3,1.96,95.0,72,258,1996,0,-1,-1,-1
2392,6,0,0,0,0,0,0,0,56,247,False,4.4,0.8,1.1,1.98,95.0,72,409,1942,0,1964,2,14
2393,3,6,6,1,1,3,0,1,118,432,False,3.7,0.7,2.7,2.06,109.0,72,155,1960,0,1982,3,56
2394,7,14,6,3,2,4,3,2,293,2156,False,3.8,0.6,1.1,2.01,92.0,70,15,1997,0,2016,1,26
2395,3,0,1,0,0,0,0,0,89,171,False,1.9,0.3,1.1,2.06,102.0,72,589,1967,0,1989,2,30
2396,2,3,2,1,0,1,1,0,217,1068,False,3.8,0.8,2.9,2.18,113.0,72,589,1995,0,-1,-1,-1
2397,3,0,0,0,0,0,0,0,34,39,False,1.1,0.4,0.5,2.06,92.0,54,80,1987,0,2005,1,12
2398,7,23,11,6,6,6,6,3,1232,11953,False,9.7,1.7,3.0,2.01,96.0,72,136,1981,2,2003,2,51
2399,1,3,0,4,1,1,0,0,76,110,False,1.4,0.7,1.9,2.11,111.0,72,544,1951,0,1974,2,24
2400,3,0,0,0,0,0,0,0,21,135,False,6.4,0.7,0.0,1.91,92.0,72,216,1921,0,1948,-1,-1
2401,1,0,0,0,0,0,0,0,53,165,False,3.1,0.3,0.0,2.03,100.0,72,138,1922,0,-1,-1,-1
2402,1,8,8,2,1,2,1,3,686,3913,False,5.7,0.5,5.0,2.13,111.0,72,405,1989,0,2008,1,23
2403,3,19,2,1,0,3,0,1,189,407,False,2.2,0.5,1.8,2.03,100.0,72,567,1951,0,1973,3,48
2405,3,0,0,0,0,0,0,0,52,186,False,3.6,0.8,1.9,1.93,91.0,72,374,1942,0,1964,1,6
2406,3,19,8,5,3,5,0,1,328,1257,False,3.8,1.0,2.8,2.01,92.0,72,470,1955,0,1978,3,63
2407,6,0,0,0,0,0,0,0,13,21,False,1.6,0.5,0.0,1.83,88.0,72,216,1923,0,1948,-1,-1
2408,6,0,0,0,0,0,0,0,10,13,False,1.3,0.4,0.0,1.85,86.0,72,459,1926,0,1948,-1,-1
2409,0,0,0,0,0,0,0,0,45,97,False,2.2,0.2,1.4,2.11,115.0,73,160,1987,0,-1,-1,-1
2410,1,17,0,4,0,7,0,0,515,4128,False,8.0,0.8,6.2,2.03,104.0,72,503,1935,0,1957,1,3
2411,6,0,0,0,0,0,0,0,59,223,False,1.2,0.6,0.9,2.03,88.0,18,655,2000,0,2020,2,37
2412,6,0,0,0,0,0,0,0,25,30,False,1.2,0.4,0.5,1.93,79.0,72,161,1957,0,1979,3,53
2413,6,0,0,0,0,0,0,0,184,1193,False,6.5,2.8,3.3,1.96,91.0,72,274,1943,0,1966,3,24
2414,6,2,0,0,0,0,0,0,78,193,False,2.5,0.6,0.8,1.91,93.0,72,366,1953,0,1975,3,48
2415,1,27,14,3,2,11,0,2,419,4210,False,10.0,0.8,5.4,2.13,109.0,58,423,1983,2,2002,1,24
2416,0,22,13,5,2,14,0,2,420,3425,False,8.2,1.2,4.9,2.06,100.0,72,348,1964,0,1986,2,28
2417,3,22,5,3,0,9,0,1,568,3114,False,5.5,0.6,3.8,2.03,98.0,72,63,1947,0,1969,4,52
2418,6,0,0,0,0,0,0,0,62,710,False,11.5,3.2,0.0,1.8,73.0,72,62,1926,0,1948,-1,-1
2419,3,0,0,0,0,0,0,0,15,28,False,1.9,0.5,1.5,2.08,104.0,72,133,1961,0,1983,3,59
2420,6,4,0,2,0,1,0,0,228,1642,False,7.2,2.1,3.2,1.88,88.0,72,520,1925,0,-1,-1,-1
2421,6,0,0,0,0,0,0,0,135,451,False,3.3,2.3,1.0,1.88,82.0,72,380,1955,0,1977,3,53
2422,3,6,0,0,0,2,0,0,52,253,False,4.9,0.7,0.0,1.91,91.0,72,401,1922,0,-1,-1,-1
2423,3,30,11,11,6,7,4,3,846,9810,True,11.6,3.7,4.2,2.11,107.0,16,52,1968,5,1990,2,29
2425,3,18,8,2,1,6,2,1,137,1318,False,9.9,1.9,3.4,2.01,102.0,19,362,2002,0,2021,1,7
2426,1,21,8,5,1,4,0,6,555,4602,False,8.3,1.4,7.3,2.13,104.0,72,262,1951,0,1973,1,12
2427,3,32,10,6,1,8,0,3,510,5202,False,10.2,0.7,5.4,2.06,104.0,72,380,1954,2,1976,1,13
2428,1,5,5,3,1,2,0,0,147,606,False,4.1,0.7,2.1,1.98,100.0,72,330,1953,0,1975,4,56
2429,0,14,7,2,1,4,2,1,131,780,False,6.0,0.9,3.1,2.06,103.0,39,188,1998,0,2018,2,40
2430,3,0,0,0,0,0,0,0,40,157,False,3.9,0.5,2.0,2.06,105.0,72,401,1985,0,-1,-1,-1
2432,3,19,10,3,1,4,5,1,406,6693,False,21.2,3.7,7.2,2.06,100.0,72,583,1995,2,2017,1,27
2433,1,0,4,0,0,0,0,0,37,35,False,0.9,0.2,1.0,2.13,118.0,58,311,1990,0,2012,2,52
2434,0,0,0,0,0,0,0,0,69,425,False,6.2,1.0,1.8,2.06,98.0,40,311,1989,0,-1,-1,-1
2435,6,8,0,3,0,3,0,0,144,940,False,6.5,1.9,3.3,1.96,95.0,72,471,1938,0,1960,3,22
2436,2,24,13,3,3,4,5,6,563,5690,False,10.1,1.1,6.1,2.11,109.0,72,271,1976,0,1998,1,3
2437,1,7,8,4,1,4,0,1,312,2376,False,7.6,1.5,5.1,2.08,100.0,72,380,1955,1,1977,1,9
2438,3,0,0,0,0,0,0,0,35,105,False,3.0,0.6,1.8,2.01,107.0,72,605,2001,0,2022,1,19
2439,0,7,2,3,1,3,1,0,98,486,False,5.0,1.6,1.3,1.91,84.0,72,605,1973,0,-1,-1,-1
2440,3,32,0,7,0,13,0,0,736,11507,False,15.6,2.1,9.4,2.03,100.0,72,143,1937,1,1959,2,10
2441,6,24,10,13,1,6,3,1,555,11379,False,24.8,4.2,4.5,1.96,91.0,72,577,1995,1,2014,1,13
2442,4,2,0,0,0,0,0,0,148,1069,False,7.2,1.0,4.5,2.08,107.0,32,274,1996,0,2016,1,28
2443,1,18,20,10,6,10,1,5,1002,10303,False,10.3,3.7,9.7,2.08,107.0,72,371,1948,0,1970,1,5
2444,4,26,12,6,5,10,1,3,868,11121,False,12.8,2.6,6.7,2.11,111.0,72,163,1969,2,1992,1,3
2446,1,31,19,6,3,13,6,4,1068,13790,False,12.9,2.0,9.7,2.11,111.0,72,401,1900,0,1979,3,65
2448,6,10,2,6,1,4,0,0,71,502,False,7.1,2.5,1.3,1.85,82.0,72,302,1951,0,1973,3,44
2449,3,0,2,0,1,0,0,1,88,548,False,6.7,1.5,3.5,1.98,103.0,72,592,1998,0,-1,-1,-1
2450,6,0,0,0,0,0,0,0,100,345,False,3.5,0.8,1.0,1.93,91.0,72,274,1991,0,2012,2,42
2451,7,13,6,2,3,2,1,1,573,5805,False,10.1,1.6,3.6,1.96,82.0,72,133,1992,0,2012,1,12
2452,1,16,3,2,1,2,0,2,446,1688,False,3.8,0.6,3.3,2.08,102.0,72,501,1953,0,1975,1,15
2453,6,7,2,3,1,1,1,0,291,1495,False,5.1,0.9,1.5,1.98,88.0,72,596,1959,0,1981,1,15
2454,3,0,0,0,0,0,0,0,64,215,False,3.4,0.3,2.2,2.11,125.0,50,452,1985,0,2003,2,30
2456,0,0,0,0,0,0,0,0,45,203,False,4.5,0.7,2.1,1.98,97.0,72,84,1979,0,2001,2,44
2457,1,7,2,1,0,3,0,1,123,721,False,6.6,1.0,4.1,2.11,116.0,3,519,1995,0,-1,-1,-1
2458,3,23,11,4,3,11,0,2,513,5541,False,10.8,0.7,4.9,2.06,112.0,72,448,1983,1,2007,2,31
2459,0,0,0,0,0,0,0,0,18,44,False,2.4,0.0,1.1,2.01,104.0,72,637,1985,0,-1,-1,-1
2460,3,10,10,2,2,4,0,2,437,2468,False,5.6,0.5,6.1,2.03,98.0,72,20,1955,0,1977,2,35
2461,3,4,3,2,0,2,0,0,218,1154,False,5.3,1.5,5.8,1.98,104.0,72,437,1966,0,1988,1,23
2462,1,20,10,2,2,8,0,5,737,4431,False,6.0,0.6,4.8,2.11,125.0,72,21,1966,0,1988,2,28
2463,0,0,0,0,0,0,0,0,143,329,False,2.3,0.3,1.5,2.03,93.0,72,163,1972,0,1994,2,29
2464,0,0,0,0,0,0,0,0,11,11,False,1.0,0.2,1.0,2.08,138.0,72,111,1983,0,2003,2,48
2467,7,17,6,2,2,4,3,2,141,650,False,6.9,1.2,2.7,1.96,98.0,72,256,1999,0,2019,1,14
2468,0,0,0,0,0,0,0,0,133,393,False,3.0,0.3,1.5,2.11,100.0,72,589,1977,0,2000,2,31
2469,1,38,18,9,3,11,0,7,959,19248,True,20.1,3.1,10.1,2.11,113.0,72,511,1948,4,1970,1,1
2470,6,25,0,5,0,11,0,0,547,6782,False,12.4,2.9,3.3,1.91,79.0,72,365,1946,0,1968,3,23
2471,0,0,0,0,0,0,0,0,18,59,False,3.3,1.6,0.6,1.93,82.0,2,185,1990,0,-1,-1,-1
2472,6,8,0,2,0,2,0,0,59,302,False,5.1,1.6,1.3,1.93,83.0,72,380,1938,0,1961,2,20
2473,6,11,3,4,2,3,1,0,256,1399,False,5.5,2.9,1.9,1.8,79.0,72,328,1992,0,2013,1,18
2474,6,0,0,0,0,0,0,0,118,832,False,7.1,0.8,2.4,1.98,84.0,72,256,1953,0,1975,2,32
2475,3,0,0,0,0,0,0,0,16,83,False,5.2,0.2,3.3,2.03,98.0,27,319,1982,0,2007,2,46
2476,3,3,0,1,0,2,0,0,112,506,False,4.5,0.6,3.8,1.98,102.0,72,558,1943,0,1967,1,10
