Index,Position,High Score,High Rebound,High Assist,High Steal,High Free Throws,High Three Pointers,High Block,Total Games,Total Points,Hall Of Famer,Points,Assists,Rebound,Height,Weight,Country,Previous Team,Birthdate,Total Awards,Draft Year,Draft Round,Draft Pick
884,6,26,0,8,0,6,0,0,297,2031,False,6.8,2.1,2.5,1.93,86.0,72,511,1940,0,1964,4,26
885,6,32,5,6,6,12,5,2,1327,19419,False,14.6,3.4,2.2,1.96,91.0,72,330,1980,4,2000,1,8
887,6,14,3,2,2,7,2,0,281,3432,False,12.2,3.1,2.5,1.96,88.0,72,648,1988,1,2010,1,27
889,3,0,0,0,0,0,0,0,32,31,False,1.0,0.1,1.4,2.03,91.0,72,129,1950,0,1972,3,40
892,6,0,0,0,0,0,0,0,21,79,False,3.8,1.2,0.5,1.83,84.0,72,426,1979,0,-1,-1,-1
893,6,18,5,7,4,9,1,1,418,3534,False,8.5,3.2,1.4,1.73,75.0,72,371,1948,0,-1,-1,-1
894,3,0,0,0,0,0,0,0,31,87,False,2.8,0.5,2.1,2.01,106.0,72,550,1965,0,1987,3,53
895,6,0,0,0,0,0,0,0,113,595,False,5.3,1.8,2.4,1.96,91.0,72,220,1987,0,2007,1,19
896,3,0,0,0,0,0,0,0,154,1352,False,8.8,1.3,2.2,1.93,93.0,72,626,1925,0,-1,-1,-1
897,1,0,0,0,0,0,0,0,82,99,False,1.2,0.3,1.7,2.11,127.0,72,380,1955,0,1978,4,70
899,0,24,11,5,3,12,4,2,659,4475,False,6.8,1.0,4.0,2.08,109.0,72,446,1975,0,1997,1,12
900,3,0,0,0,0,0,0,0,21,26,False,1.2,0.0,1.4,2.08,109.0,72,310,1961,0,1984,3,61
901,1,0,0,0,0,0,0,0,182,1057,False,5.8,1.0,8.3,2.06,104.0,72,471,1948,0,1970,2,23
902,1,0,0,0,0,0,0,0,45,166,False,3.7,0.5,1.8,2.08,98.0,72,448,1961,0,1983,1,6
903,6,22,0,4,0,4,0,0,147,694,False,4.7,1.5,0.0,1.85,75.0,72,427,1924,0,1947,1,6
905,3,0,0,0,0,0,0,0,15,84,False,5.6,0.5,1.8,2.01,95.0,72,163,1954,0,1977,6,111
906,3,4,1,1,1,0,0,0,58,120,False,2.1,0.3,0.8,1.96,97.0,72,276,1969,0,-1,-1,-1
907,3,27,13,8,4,6,6,4,753,7180,False,6.9,1.5,3.8,1.98,107.0,72,314,1990,0,2012,2,34
908,0,5,3,1,2,1,0,0,144,934,False,4.4,0.6,3.8,1.98,88.0,72,554,1999,0,2019,1,6
910,1,16,14,3,1,4,0,2,683,6529,False,9.6,1.2,5.6,2.06,104.0,72,119,1956,0,1978,3,59
911,0,41,18,6,4,13,1,3,1183,19460,False,16.4,1.9,7.3,2.06,100.0,72,148,1961,13,1982,1,2
913,3,50,0,10,0,12,0,0,654,13626,True,20.8,4.0,10.1,1.98,95.0,72,380,1943,6,1965,1,5
914,6,0,0,0,0,0,0,0,76,1353,False,19.9,6.0,6.2,2.01,100.0,72,410,2001,2,2021,1,1
915,3,11,8,2,2,5,1,2,715,4133,False,5.8,0.7,3.7,2.03,104.0,72,595,1987,0,2009,2,33
916,1,11,0,1,0,2,0,0,360,1012,False,2.8,0.6,3.7,2.08,111.0,72,361,1946,0,1968,2,21
917,0,0,0,0,0,0,0,0,84,197,False,2.3,0.5,0.7,1.93,88.0,72,416,1991,0,2012,1,24
918,1,0,0,0,0,0,0,0,23,14,False,0.6,0.1,1.7,2.11,109.0,72,543,1974,0,-1,-1,-1
919,1,0,0,0,0,0,0,0,20,58,False,2.9,0.6,2.5,2.08,125.0,58,581,1965,0,-1,-1,-1
920,3,0,0,0,0,0,0,0,12,10,False,0.8,0.0,0.0,1.83,90.0,72,454,1919,0,-1,-1,-1
921,0,14,10,4,3,3,0,2,674,3620,False,5.4,1.0,4.7,2.06,95.0,72,155,1957,0,1979,3,58
923,6,4,0,0,0,2,0,0,123,602,False,4.9,1.2,0.0,1.83,79.0,72,401,1925,0,-1,-1,-1
924,7,27,7,5,6,4,4,1,1083,12670,False,11.7,1.8,2.4,1.96,93.0,72,599,1964,1,1986,1,15
925,0,0,0,0,0,0,0,0,527,6820,False,12.9,0.5,5.2,2.13,134.0,72,563,1982,0,2001,1,4
927,0,15,4,6,2,4,3,1,667,2986,False,4.5,1.2,1.6,1.96,95.0,72,218,1968,0,-1,-1,-1
928,6,36,7,6,4,7,7,2,438,4806,False,9.2,1.6,1.6,1.85,84.0,72,163,1990,0,-1,-1,-1
929,6,50,15,15,6,16,9,3,882,21712,False,29.4,6.3,6.1,1.88,84.0,72,145,1988,45,2009,1,7
930,1,0,0,0,0,0,0,0,14,10,False,0.7,0.2,0.8,2.16,118.0,58,137,1970,0,-1,-1,-1
931,6,6,0,1,1,2,0,1,130,432,False,3.3,1.9,1.4,1.91,84.0,72,315,1951,0,1973,2,20
932,3,0,0,0,0,0,0,0,14,35,False,2.5,0.4,1.6,1.96,86.0,72,164,1926,0,1950,-1,-1
933,6,25,5,5,2,4,1,0,528,7470,False,14.1,2.3,2.5,1.91,82.0,72,471,1961,1,1982,1,7
934,0,22,18,2,1,6,0,4,886,6814,False,7.7,0.5,7.8,2.11,116.0,32,479,1980,1,2001,1,26
935,3,18,0,5,0,8,0,0,146,1408,False,9.6,2.3,0.0,1.93,91.0,72,530,1922,1,-1,-1,-1
936,1,15,14,2,3,6,0,5,987,7309,False,7.4,0.8,7.1,2.11,120.0,72,341,1975,0,1996,1,10
937,6,9,3,6,1,2,0,1,232,1553,True,6.7,2.8,1.1,1.83,77.0,72,274,1944,1,1967,4,38
938,3,37,11,9,5,10,0,4,839,15530,True,18.5,3.4,6.8,1.98,88.0,72,379,1947,3,1969,4,45
939,6,24,8,13,3,12,4,1,872,6623,False,7.6,3.4,1.8,1.93,93.0,72,62,1975,0,1997,1,4
940,6,0,0,0,0,0,0,0,59,227,False,3.8,2.3,3.2,2.01,90.0,3,362,2003,0,2022,1,8
942,0,13,9,2,2,3,3,1,200,1411,False,7.1,1.6,2.2,2.01,93.0,72,358,1967,0,-1,-1,-1
943,3,22,11,5,4,6,1,2,548,4319,False,7.9,1.8,2.8,1.98,91.0,72,28,1981,1,-1,-1,-1
944,1,0,0,0,0,0,0,0,11,39,True,3.5,0.5,3.1,2.06,100.0,72,369,1944,1,1967,1,9
945,6,17,3,2,1,3,4,0,339,2232,False,6.6,0.5,1.3,1.93,91.0,72,597,1991,0,-1,-1,-1
946,6,15,1,2,1,3,2,0,75,957,False,12.8,2.0,2.4,1.98,91.0,58,601,1970,0,1992,2,43
947,3,46,14,7,4,15,0,2,955,23177,True,24.3,3.0,5.7,1.96,94.0,72,401,1955,13,1976,1,6
948,1,0,0,0,0,0,0,0,12,11,False,0.9,0.2,0.8,2.01,98.0,72,410,1930,0,-1,-1,-1
949,6,0,0,0,0,0,0,0,26,211,False,8.1,2.6,0.0,1.85,77.0,72,154,1922,0,1947,-1,-1
950,0,0,0,0,0,0,0,0,110,233,False,2.1,0.0,2.6,2.13,120.0,72,215,1972,0,1994,1,14
951,6,5,0,1,0,3,0,0,47,170,False,3.6,0.6,0.8,1.93,95.0,72,597,1951,0,1974,2,32
954,3,2,1,1,0,0,0,0,55,188,False,3.4,0.4,1.4,2.03,98.0,36,602,1987,0,-1,-1,-1
955,1,40,20,9,2,16,0,4,548,10389,False,19.0,3.7,9.5,2.13,111.0,72,380,1965,4,1986,1,1
956,3,0,0,0,0,0,0,0,109,549,False,5.0,0.6,2.8,2.06,104.0,72,73,1971,0,-1,-1,-1
957,3,0,0,0,0,0,0,0,52,162,False,3.1,0.3,1.8,2.08,104.0,72,5,1984,0,2007,2,36
958,6,29,0,10,0,12,0,0,462,6594,True,14.3,4.9,2.9,1.85,79.0,72,479,1920,6,-1,-1,-1
959,0,0,0,0,0,0,0,0,78,286,False,3.7,0.7,2.5,2.08,109.0,72,67,1991,0,-1,-1,-1
960,4,47,19,8,4,18,4,7,660,15841,False,25.9,2.6,12.5,2.08,115.0,72,274,1993,23,2012,1,1
961,0,30,15,4,3,9,1,4,903,9041,False,10.0,1.1,7.5,2.06,111.0,72,558,1968,0,1990,2,45
962,6,4,0,0,0,2,0,0,59,287,False,4.9,0.2,0.0,1.88,79.0,72,408,1921,0,-1,-1,-1
963,6,36,14,12,7,10,5,3,835,13447,False,16.1,7.2,3.8,1.91,96.0,72,577,1979,8,1999,1,3
964,0,0,0,0,0,0,0,0,40,54,False,1.4,0.1,1.3,2.06,111.0,72,19,1972,0,1996,2,43
965,3,5,0,0,0,1,0,0,47,84,False,1.8,0.2,0.0,1.91,98.0,72,401,1921,0,1968,12,160
967,6,26,6,10,3,6,5,3,961,7866,False,8.2,4.9,1.8,1.91,82.0,72,317,1955,0,1977,1,15
968,3,0,0,0,0,0,0,0,68,131,False,1.9,0.3,0.8,2.01,91.0,72,163,1970,0,1992,2,48
969,3,13,9,3,4,5,1,1,415,2214,False,5.3,0.7,2.4,2.01,98.0,72,589,1958,0,1981,2,35
971,2,20,18,3,4,8,0,5,1094,8706,False,8.0,0.9,7.9,2.11,114.0,72,122,1969,0,1991,1,13
972,0,7,4,0,0,1,0,0,107,454,False,4.2,0.4,3.2,2.11,108.0,72,331,1996,0,2016,2,31
973,3,11,7,3,2,5,0,1,340,2936,False,8.6,1.6,5.9,2.03,100.0,72,241,1949,1,1972,1,3
974,2,12,16,4,1,6,0,3,722,4291,False,5.9,0.7,6.4,2.06,99.0,72,380,1989,0,2010,1,13
975,3,15,8,4,1,5,0,1,286,1478,False,5.2,1.0,2.8,2.01,88.0,72,164,1950,0,1972,7,113
976,6,0,0,0,0,0,0,0,226,1100,False,4.9,1.8,1.9,1.96,88.0,72,152,1968,0,-1,-1,-1
977,4,26,13,6,6,9,0,3,514,4111,False,8.0,0.9,4.4,2.06,131.0,72,300,1986,0,2007,2,35
978,3,0,0,0,0,0,0,0,44,175,False,4.0,0.4,1.6,2.01,100.0,72,200,1956,0,1978,2,33
979,6,15,4,4,3,6,5,2,685,5583,False,8.2,1.7,1.5,1.96,83.0,72,380,1970,0,1992,1,20
981,1,18,0,3,0,7,0,0,597,3997,False,6.7,1.2,5.2,2.06,102.0,72,129,1941,0,1964,4,27
982,6,25,6,14,4,8,0,2,750,9710,False,12.9,4.5,2.0,1.88,77.0,72,147,1955,0,1976,2,22
984,0,0,1,0,0,0,0,0,67,156,False,2.3,0.3,1.7,2.03,107.0,72,647,1980,0,-1,-1,-1
985,7,0,0,0,0,0,0,0,230,1261,False,5.5,1.3,3.0,2.01,93.0,72,554,1973,0,1995,2,48
987,3,8,3,2,0,2,0,0,190,1008,False,5.3,0.9,4.3,1.98,100.0,72,515,1950,0,1973,1,14
989,6,0,0,0,0,0,0,0,204,2189,False,10.7,1.8,2.3,1.91,84.0,72,600,1946,1,1969,1,14
991,0,0,0,0,0,0,0,0,82,217,False,2.6,0.4,1.9,2.11,122.0,72,331,1984,0,2006,2,34
992,6,0,0,0,0,0,0,0,150,1195,False,8.0,2.8,1.7,1.93,82.0,72,119,1938,0,1960,3,17
993,0,22,7,7,4,7,2,2,736,9912,False,13.5,3.3,3.5,2.01,88.0,72,262,1979,0,1998,1,21
994,6,0,0,0,0,0,0,0,78,417,False,5.3,0.7,1.8,1.98,90.0,72,609,1954,0,1976,5,70
995,6,14,4,3,1,3,4,0,227,1818,False,6.7,1.0,2.2,1.93,91.0,72,340,1997,1,-1,-1,-1
996,2,0,0,0,0,0,0,0,480,3061,False,6.4,0.6,6.0,2.08,122.0,72,600,1967,0,-1,-1,-1
998,1,12,0,1,0,4,0,0,325,1558,False,4.8,0.7,4.3,2.03,93.0,72,550,1931,0,1952,-1,-1
999,6,34,10,13,5,11,1,3,1033,19521,False,18.9,3.8,3.0,1.98,88.0,72,380,1954,8,1977,1,5
1000,6,0,0,0,0,0,0,0,12,19,False,1.6,0.9,0.8,1.85,88.0,72,5,2002,0,2022,2,53
1002,1,32,16,6,4,16,0,8,726,8733,False,12.0,1.3,6.1,2.11,114.0,72,320,1957,0,1975,1,5
1003,6,18,5,15,4,7,0,1,541,5984,False,11.1,5.5,2.5,1.88,75.0,72,163,1963,0,1986,1,10
1004,3,0,0,0,0,0,0,0,57,316,False,5.5,1.4,2.2,1.96,86.0,72,394,1957,0,1979,10,185
1009,3,4,1,0,0,1,0,1,293,1522,False,5.2,0.7,2.6,2.11,100.0,72,222,1988,0,2009,1,15
1010,3,19,7,9,3,5,0,1,328,2225,False,6.8,2.0,2.6,2.03,100.0,72,577,1960,0,1983,3,57
1012,6,2,1,1,0,2,0,0,119,453,False,3.8,1.7,1.8,1.96,88.0,26,587,1987,1,2009,2,53
1013,3,33,0,8,0,12,0,0,875,14053,True,16.1,2.9,11.0,1.98,100.0,72,155,1940,9,1962,-1,-1
1014,0,9,9,1,2,3,0,2,587,2815,False,4.8,0.6,4.2,2.08,116.0,72,196,1973,0,1995,2,34
1016,1,0,0,0,0,0,0,0,17,64,False,3.8,0.8,1.8,1.98,100.0,72,642,1926,0,1950,-1,-1
1017,7,41,12,8,5,14,3,3,1031,21685,False,24.5,5.1,4.6,1.98,100.0,72,501,1989,22,2009,1,9
1020,0,0,0,0,0,0,0,0,17,102,False,6.0,1.7,2.7,1.98,105.0,2,452,1995,0,-1,-1,-1
1021,1,19,9,3,1,3,1,2,515,3255,False,5.2,0.7,3.5,2.08,111.0,72,501,1989,0,-1,-1,-1
1022,3,8,0,0,0,2,0,0,190,1548,False,8.1,0.7,4.8,2.03,93.0,72,256,1936,0,1958,1,2
1023,6,0,1,0,0,0,0,0,402,3235,False,8.0,2.6,1.5,1.93,86.0,72,479,1971,0,1993,1,13
1025,0,0,0,0,0,0,0,0,14,79,False,5.6,1.1,3.4,1.98,92.0,72,263,1992,0,-1,-1,-1
1026,0,6,5,1,1,0,2,1,201,1094,False,5.4,0.8,3.0,2.03,99.0,72,637,1994,0,2015,1,18
1028,6,8,1,0,0,1,1,0,127,729,False,5.7,2.8,1.8,1.91,86.0,72,599,1989,0,-1,-1,-1
1029,2,19,19,2,4,7,0,4,413,4536,False,11.0,1.1,6.2,2.11,118.0,72,19,1969,0,1991,1,10
1030,7,22,7,4,3,6,6,1,507,4115,False,8.1,1.7,3.6,1.98,104.0,2,206,1982,3,2003,1,25
1032,6,23,9,6,5,7,4,1,545,4957,False,9.1,1.9,2.5,1.88,86.0,72,274,1974,0,1996,1,16
1033,6,20,6,9,3,4,4,1,479,2510,False,1.5,1.3,0.4,1.91,91.0,3,519,1990,0,-1,-1,-1
1034,3,2,0,0,0,0,0,0,31,36,False,1.2,0.2,0.7,1.96,98.0,72,647,1966,0,1988,2,30
1035,3,5,0,0,0,1,0,1,206,976,False,4.7,0.5,3.9,2.06,102.0,72,19,1957,0,1979,1,9
1036,0,0,0,0,0,0,0,0,20,59,False,3.0,0.5,0.5,1.91,93.0,72,420,1970,0,-1,-1,-1
1037,6,13,0,8,0,5,0,0,315,1574,False,5.0,2.3,3.6,1.91,86.0,72,279,1929,0,1951,7,68
1038,3,33,17,7,5,8,5,3,902,13361,False,14.8,2.3,6.1,2.06,108.0,74,163,1985,4,2004,1,7
1039,3,0,0,0,0,0,0,0,95,268,False,2.8,1.0,3.0,2.03,100.0,72,163,1958,0,1981,4,78
1042,1,0,0,0,0,0,0,0,45,239,False,5.3,0.7,4.8,2.08,109.0,72,163,1949,0,1971,4,61
1043,6,15,1,4,1,3,0,0,107,518,False,4.8,0.7,0.8,1.83,79.0,72,477,1952,0,1974,10,169
1044,3,0,0,0,0,0,0,0,11,46,False,4.2,0.1,1.2,2.01,113.0,72,216,1996,0,-1,-1,-1
1045,6,2,0,1,0,0,0,0,19,21,False,1.1,0.8,1.1,1.85,77.0,72,461,1945,0,1966,12,98
1046,6,17,0,6,0,3,0,0,210,1496,False,7.1,2.1,2.1,1.96,88.0,72,215,1931,0,1955,2,9
1047,6,21,0,12,0,4,0,0,312,2997,False,9.6,5.1,2.0,1.83,82.0,72,446,1951,3,1973,1,3
1048,6,17,10,8,4,5,3,1,273,2487,False,9.4,3.5,4.5,1.93,92.0,72,595,1997,0,2018,1,17
1049,3,0,0,0,0,0,0,0,22,59,False,2.7,0.2,2.3,2.08,95.0,26,330,2002,0,2022,2,43
1050,3,5,2,0,2,2,1,1,49,157,False,2.6,0.4,1.4,2.06,103.0,31,596,1997,0,-1,-1,-1
1051,6,5,2,0,0,1,0,0,82,253,False,3.1,0.8,1.6,1.93,83.0,72,174,1975,0,1998,2,52
1052,0,4,3,0,1,0,0,1,183,958,False,5.2,0.4,4.1,2.03,99.0,42,271,1996,0,2016,2,33
1053,6,7,3,1,0,2,1,2,263,2270,False,9.3,1.0,3.5,1.96,92.0,72,274,1998,0,2018,2,45
1054,2,34,12,9,3,11,3,4,1064,9139,False,8.6,3.5,4.4,2.03,113.0,26,424,1982,2,2003,1,21
1055,5,2,3,0,1,0,0,0,187,655,False,3.5,0.7,1.4,2.01,102.0,72,429,1982,1,-1,-1,-1
1057,6,0,0,0,0,0,0,0,300,1745,False,5.8,2.5,1.4,1.83,82.0,72,222,1978,0,2002,1,28
1058,0,0,0,0,0,0,0,0,19,22,False,1.2,0.1,0.6,2.03,98.0,72,248,1978,0,2000,2,50
1059,6,5,0,2,0,1,0,0,23,45,False,2.0,0.8,0.2,1.93,86.0,72,582,1951,0,-1,-1,-1
1060,6,11,2,2,1,1,2,1,212,3257,False,15.4,2.6,2.9,1.96,86.0,72,19,1975,1,1998,1,14
1061,3,18,9,3,1,4,0,1,321,1962,False,6.1,1.1,4.9,2.01,99.0,72,119,1951,0,1973,2,29
1062,6,5,0,4,0,3,0,0,45,127,False,2.8,1.1,1.8,1.85,79.0,72,383,1926,0,1950,-1,-1
1063,6,0,0,2,0,0,0,0,179,854,False,4.8,2.4,1.4,1.85,79.0,72,314,1982,0,2005,2,38
1064,1,7,6,2,2,3,1,3,628,4591,False,3.9,1.7,3.5,2.08,112.0,57,304,1990,2,2013,1,21
1065,3,0,0,0,0,0,0,0,39,193,False,4.9,1.2,2.7,2.06,84.0,26,375,2003,0,2022,1,11
1066,1,29,0,4,0,6,0,0,706,7094,False,10.0,1.5,6.7,2.08,101.0,72,119,1936,0,1958,1,5
1067,1,17,4,3,3,2,0,3,480,2915,False,6.1,2.1,3.9,2.11,100.0,72,472,1948,0,1970,10,155
1068,6,0,0,0,0,0,0,0,33,73,False,2.2,1.0,0.5,1.91,77.0,72,200,1958,0,1981,3,55
1069,3,0,0,0,0,0,0,0,57,296,False,5.2,0.7,0.0,1.91,86.0,72,588,1917,0,-1,-1,-1
1070,3,4,0,0,0,2,0,0,22,36,False,1.6,0.2,0.0,1.91,82.0,72,380,1924,0,1948,-1,-1
1071,6,0,0,0,0,0,0,0,45,151,False,3.4,2.1,1.2,1.85,77.0,72,384,1967,0,-1,-1,-1
1072,3,2,0,0,0,0,0,0,18,45,False,2.5,0.4,1.1,1.96,95.0,72,603,1950,0,1971,9,150
1073,3,0,0,0,0,0,0,0,220,974,False,4.4,0.6,3.3,2.01,100.0,72,370,1943,0,-1,-1,-1
1074,6,30,5,8,3,10,5,2,466,6411,False,17.3,6.5,3.4,1.96,98.0,72,129,1993,1,2014,2,38
1075,0,0,0,0,0,0,0,0,225,1348,False,6.0,0.3,3.1,2.06,113.0,72,20,1983,1,2005,1,9
1076,1,11,13,1,2,3,0,4,601,1185,False,2.0,0.4,3.7,2.13,127.0,57,402,1982,0,2001,1,8
1077,3,18,0,2,0,5,0,0,652,9012,False,13.8,1.8,5.6,2.01,86.0,72,448,1940,4,1962,2,8
1079,1,30,19,8,3,10,2,5,1134,13398,False,11.8,3.1,8.2,2.16,118.0,58,423,1968,4,1989,1,26
1080,6,35,6,4,3,10,3,0,436,3678,False,8.4,1.8,1.9,1.91,75.0,72,317,1978,0,2002,1,17
1084,6,0,0,0,0,0,0,0,77,494,False,6.4,2.3,1.4,1.83,79.0,72,374,1927,0,-1,-1,-1
1085,3,18,0,3,0,6,0,0,196,1653,False,8.4,1.4,0.0,1.93,88.0,72,129,1919,0,-1,-1,-1
1086,1,18,20,3,2,9,0,3,957,8203,False,8.6,0.8,7.8,2.18,125.0,72,609,1957,0,1979,4,73
1087,5,46,17,14,4,14,7,2,330,9100,False,32.4,8.0,8.6,2.01,104.0,59,452,1999,22,2018,1,3
1088,6,14,0,9,0,6,0,0,273,1818,False,6.7,2.6,3.9,1.88,86.0,72,405,1926,0,1950,-1,-1
1089,6,0,0,0,0,0,0,0,44,105,False,2.4,2.0,0.6,1.8,78.0,72,446,1965,0,1987,3,68
1090,6,1,0,0,0,1,0,0,45,253,False,5.6,0.8,0.0,1.88,82.0,72,359,1926,0,1949,-1,-1
1091,6,15,4,4,2,5,3,1,728,5067,False,7.0,2.2,1.3,1.91,88.0,72,343,1980,0,2000,1,10
1092,3,0,0,0,0,0,0,0,60,143,False,2.4,0.3,2.4,2.01,104.0,72,217,1954,0,1976,2,26
1094,0,0,0,0,0,0,0,0,107,710,False,3.0,0.0,0.7,1.93,82.0,72,415,1996,0,2017,2,41
1095,6,30,8,2,1,4,6,3,213,2863,False,13.7,2.1,4.6,1.93,100.0,13,20,1999,0,-1,-1,-1
1096,6,8,4,5,1,1,2,0,157,1366,False,8.6,2.6,2.8,1.96,91.0,72,251,2000,1,2021,2,38
1097,0,0,0,0,0,0,0,0,213,1594,False,7.5,1.5,2.5,1.96,95.0,72,241,1994,0,2017,2,44
1098,0,0,0,0,0,0,0,0,28,55,False,0.5,1.3,1.7,1.85,84.0,72,271,1999,0,-1,-1,-1
1099,6,0,0,0,0,0,0,0,143,588,False,4.1,0.7,1.1,1.91,79.0,72,464,1984,0,2006,1,19
1101,6,0,0,0,0,0,0,0,67,452,False,6.7,2.2,1.4,1.88,77.0,72,271,1956,0,1978,6,118
1102,1,11,4,3,1,5,0,2,456,3587,False,7.9,1.1,6.5,2.08,104.0,72,5,1954,0,1976,1,4
1104,0,15,7,3,2,4,3,0,394,3009,False,7.6,2.3,2.2,1.88,88.0,72,200,1986,0,2009,1,29
1105,0,17,4,1,0,6,2,0,222,1571,False,7.1,1.1,2.1,2.01,95.0,72,324,1987,0,2008,2,40
1106,0,0,0,0,0,0,0,0,96,542,False,5.6,0.7,2.8,2.06,104.0,26,292,2000,0,2019,1,15
1107,3,4,0,0,0,0,0,0,57,174,False,3.1,0.4,2.0,2.03,90.0,72,515,1945,0,1967,1,4
1108,6,0,0,0,0,0,0,0,24,121,False,5.0,2.1,0.8,1.91,87.0,72,599,1984,0,-1,-1,-1
1110,1,2,2,0,0,0,0,0,27,64,False,2.4,0.4,1.5,2.03,102.0,72,256,1950,0,1973,1,17
1111,6,0,0,0,0,0,0,0,34,80,False,2.4,1.2,0.9,1.91,80.0,72,454,1997,0,-1,-1,-1
1113,6,0,0,0,0,0,0,0,10,34,False,3.4,1.0,1.8,1.93,82.0,72,306,1993,0,2017,-1,-1
1114,7,7,6,3,1,3,1,1,121,693,False,1.4,0.6,0.9,1.98,93.0,72,488,1996,0,-1,-1,-1
1116,6,30,8,10,4,7,5,1,946,12568,False,6.3,2.6,1.4,1.93,86.0,59,581,1986,6,2008,2,45
1117,7,0,0,0,0,0,0,0,16,28,False,1.8,0.3,0.5,1.96,91.0,59,311,1989,0,-1,-1,-1
1118,1,6,7,0,0,2,1,0,474,1014,False,2.1,0.4,2.1,2.16,120.0,72,271,1963,0,1986,2,26
1119,0,2,3,2,0,0,0,0,243,1081,False,4.4,2.2,1.2,1.91,83.0,72,588,1974,0,1998,1,16
1120,3,29,4,4,2,11,0,1,739,15291,False,20.7,1.7,6.9,1.98,93.0,72,213,1954,2,1974,2,25
1121,6,20,3,7,3,4,2,0,714,8110,False,11.4,5.2,1.8,1.85,77.0,72,343,1958,1,1980,1,17
1122,6,0,0,0,0,0,0,0,22,63,False,2.9,2.5,0.8,1.88,82.0,72,577,1990,0,-1,-1,-1
1123,6,42,15,15,6,13,5,4,1086,22195,True,20.4,5.6,6.1,2.01,101.0,72,241,1962,19,1983,1,14
1124,7,0,0,0,0,0,0,0,15,36,False,2.4,0.4,1.5,1.96,98.0,72,350,1973,0,-1,-1,-1
1125,3,4,4,1,1,2,0,1,244,1015,False,4.2,0.8,4.2,2.01,98.0,72,60,1947,0,1969,1,4
1126,1,5,6,1,1,1,0,0,278,2187,False,7.9,0.8,3.5,2.11,122.0,58,179,1975,0,1997,2,48
1128,1,20,16,3,4,5,0,3,785,10337,False,6.0,0.5,6.6,2.11,127.0,72,133,1993,7,2012,1,9
1129,6,2,1,1,0,1,0,0,50,96,False,1.9,0.7,0.6,1.91,79.0,72,539,1952,0,1974,2,30
1130,6,0,0,0,0,0,0,0,101,1082,False,7.9,1.4,2.5,1.96,86.0,22,415,1997,1,2021,1,13
1131,6,0,0,0,0,0,0,0,34,132,False,3.9,1.4,1.6,1.85,84.0,72,515,1933,0,1957,2,9
1132,1,33,16,5,3,9,0,2,684,8085,False,11.8,0.9,5.8,2.13,136.0,72,172,1964,1,1986,2,33
1133,6,11,7,14,4,6,0,1,361,1908,False,5.3,3.4,3.0,1.88,82.0,72,607,1950,0,1972,5,76
1134,1,14,12,2,3,3,0,4,886,3473,False,3.9,0.4,6.2,2.11,118.0,72,651,1965,1,1987,4,75
1135,3,19,6,5,4,4,5,2,904,6633,False,7.3,1.5,3.2,1.98,108.0,72,60,1985,0,2007,1,22
1136,6,4,0,0,1,0,0,0,143,961,False,6.7,1.2,1.1,1.88,82.0,72,155,1956,0,1979,3,48
1137,3,0,0,0,0,0,0,0,17,19,False,1.1,0.0,0.0,1.93,79.0,72,573,1922,0,1962,2,10
1139,6,12,10,7,3,4,3,1,606,3946,False,6.5,4.4,2.3,1.85,86.0,72,163,1982,0,2004,2,38
1141,6,2,0,0,0,0,0,0,45,189,False,3.7,0.9,1.3,1.93,93.0,72,446,1999,0,-1,-1,-1
1142,1,26,0,2,0,10,0,0,553,5765,False,10.4,1.1,11.3,2.13,100.0,72,479,1930,0,1953,-1,-1
1143,6,35,7,11,4,13,4,1,1018,16402,True,16.1,4.5,2.2,1.91,88.0,72,321,1963,15,1985,1,18
1144,3,25,12,4,3,6,0,3,102,1080,False,10.6,1.1,3.4,2.01,102.0,72,410,1969,1,1991,2,46
1145,0,0,0,0,0,0,0,0,156,1140,False,7.3,1.2,1.3,1.98,86.0,72,345,1972,0,1994,1,19
1146,3,6,0,0,0,2,0,0,136,746,False,5.5,0.7,2.1,1.98,88.0,72,632,1922,0,1947,-1,-1
1147,2,41,25,11,4,19,1,9,1392,26496,True,19.0,3.0,10.8,2.11,113.0,71,605,1976,75,1997,1,1
1148,7,35,7,5,2,7,8,3,986,11048,False,11.2,2.2,4.3,2.06,104.0,72,163,1980,0,2002,1,3
1150,6,6,2,2,1,4,0,1,267,2285,False,13.2,5.6,4.5,1.91,93.0,72,446,1994,0,2016,1,5
1151,6,0,0,1,0,0,0,0,28,70,False,2.5,1.0,1.1,1.88,77.0,72,584,1931,0,1956,-1,-1
1152,6,21,12,6,7,4,0,3,993,5033,False,5.1,1.6,4.4,1.93,87.0,72,5,1955,3,1977,2,41
1153,0,2,2,0,0,0,0,0,157,555,False,3.5,0.6,2.2,2.01,95.0,72,300,1981,0,-1,-1,-1
1154,3,50,19,11,4,18,6,5,986,26892,False,29.1,5.0,6.7,2.08,109.0,72,549,1988,67,2007,1,2
1155,1,0,0,0,0,0,0,0,67,612,False,9.1,1.1,8.9,2.11,113.0,72,324,2003,0,2022,1,13
1156,6,0,0,0,0,0,0,0,201,712,False,3.5,2.0,1.1,1.91,88.0,72,216,1958,0,1980,1,19
1157,3,0,0,0,0,0,0,0,64,323,False,5.0,0.9,1.7,2.01,95.0,72,130,1967,0,1989,2,35
