Index,Position,High Score,High Rebound,High Assist,High Steal,High Field Goals,High Free Throws,High Three Pointers,High Block,Total Games,Total Points,Hall Of Famer,Points,Assists,Rebound,Height,Weight,Country,Previous Team,Birthdate,Experience,Total Awards,Draft Year,Draft Round,Draft Pick
233,6,0,0,0,0,0,0,0,0,31,61,FALSE,2,0.9,0.6,1.93,88,72,164,1944,1,0,-1,-1,-1
234,0,0,0,0,0,0,0,0,0,67,219,FALSE,3.3,2,1.1,1.78,78,72,479,1982,5,0,-1,-1,-1
236,5,26,11,7,4,10,8,3,1,271,4900,FALSE,19.6,2.8,5,1.98,97,13,163,2000,3,0,2019,1,3
237,4,0,0,0,0,0,0,0,0,140,640,FALSE,4.6,0.5,3.5,2.13,113,72,324,1981,9,0,-1,-1,-1
238,6,12,3,4,3,5,3,3,0,850,8901,FALSE,10.5,3.3,1.9,1.8,75,72,60,1967,15,1,1989,1,16
239,6,23,8,6,3,8,7,5,3,912,8488,FALSE,9.3,3.2,3,2.01,95,72,416,1971,15,1,1995,1,15
240,6,0,1,0,0,0,0,0,0,60,134,FALSE,2.2,1.9,1.1,1.96,87,72,220,1973,3,0,1996,2,57
241,0,17,5,4,2,6,6,4,1,821,4715,FALSE,5.7,2.2,1.8,1.96,95,72,220,1969,14,0,1992,1,21
242,3,55,9,14,8,22,15,2,3,794,18395,TRUE,23.2,5.1,6.5,2.01,93,72,328,1944,10,13,1965,1,2
243,3,0,0,0,0,0,0,0,0,32,135,FALSE,4.2,1,4.9,1.98,88,72,383,1925,2,0,-1,-1,-1
244,1,0,0,0,0,0,0,0,0,38,34,FALSE,0.9,0.1,1.6,2.13,104,72,416,1948,1,0,1970,6,87
245,6,25,11,5,2,10,4,3,3,679,7625,FALSE,6.8,2,2.4,1.96,82,72,324,1991,10,0,2012,2,40
246,6,0,0,0,0,0,0,0,0,19,39,FALSE,2.1,0.4,1.5,1.96,98,72,384,1983,2,0,-1,-1,-1
247,3,0,0,0,0,0,0,0,0,21,26,FALSE,1.2,0.1,1.3,2.01,86,72,543,1951,1,0,-1,-1,-1
248,3,27,10,4,4,9,12,0,2,758,6575,FALSE,8.7,0.8,4.5,2.03,113,72,300,1985,13,0,2005,2,33
250,3,4,1,0,0,2,2,0,0,235,1390,FALSE,5.9,1.2,6.4,2.03,102,72,217,1951,4,0,1973,7,106
251,2,2,2,1,0,1,0,0,1,58,268,FALSE,5.7,1.4,5.5,2.06,104,47,625,2000,1,0,2021,2,53
252,3,0,0,0,1,0,0,0,0,105,286,FALSE,2.7,0.2,1.7,2.08,104,72,330,1976,5,0,1998,2,58
253,0,0,0,0,0,0,0,0,0,46,156,FALSE,3.4,0.6,2.5,2.11,132,14,46,1975,4,0,-1,-1,-1
254,6,34,5,6,3,16,8,1,1,187,2197,FALSE,11.7,1.9,1.7,1.93,95,72,275,1956,4,2,1978,3,47
255,3,2,3,1,0,1,1,0,0,230,1500,FALSE,9.7,1.5,3.7,2.03,104,72,405,1996,4,0,2018,2,48
256,4,0,0,0,0,0,0,0,0,70,121,FALSE,1.7,0.2,2.5,2.08,122,75,571,1983,3,0,-1,-1,-1
258,1,15,12,2,2,7,2,0,5,837,5082,FALSE,6.1,0.6,5.1,2.11,109,72,554,1976,15,0,1997,1,5
259,3,23,10,7,3,7,6,6,4,977,8408,FALSE,8.6,1.8,4.2,2.03,100,72,163,1978,13,4,2001,1,6
260,6,19,6,5,2,7,9,1,1,612,5338,FALSE,8.7,2.1,1.3,1.88,79,72,464,1962,10,0,1985,4,84
261,6,5,2,0,0,2,1,0,0,134,627,FALSE,4.7,0.8,2.4,1.98,95,72,251,1964,4,0,1989,1,27
262,1,0,0,0,0,0,0,0,0,58,188,FALSE,3.2,0.6,2.1,2.08,109,72,401,1956,2,0,1978,3,62
263,7,27,14,8,4,11,7,6,3,993,10627,FALSE,6.1,1.6,3.8,2.03,104,26,286,1988,14,2,2008,1,25
264,3,0,0,0,0,0,0,0,0,65,292,FALSE,4.5,0.5,2,1.96,91,72,543,1946,2,0,1969,2,23
265,6,0,0,0,0,0,0,0,0,45,631,FALSE,14,1.2,0,1.78,77,72,404,1918,1,1,-1,-1,-1
266,3,0,0,0,0,0,0,0,0,162,637,FALSE,3.9,0.2,2.9,2.03,118,72,317,1979,4,0,2002,2,43
267,6,19,4,7,2,7,6,3,2,586,4909,FALSE,8.4,2.9,2.1,1.91,91,72,19,1988,12,0,2008,1,11
268,3,61,0,12,0,22,18,0,0,846,23149,TRUE,27.4,4.3,13.5,1.96,102,72,477,1934,14,14,1958,1,1
269,2,13,11,3,2,5,4,2,3,522,3115,FALSE,6,0.8,4.6,2.08,118,3,609,1986,10,0,-1,-1,-1
270,6,0,0,0,0,0,0,0,0,10,30,FALSE,3,1.4,0.7,1.88,76,54,565,1965,1,0,-1,-1,-1
271,7,23,12,7,3,8,8,4,2,657,5414,FALSE,8.2,1.8,3.2,1.93,88,72,411,1989,11,0,-1,-1,-1
272,3,10,12,3,0,3,5,3,2,228,2065,FALSE,5.2,0.9,3.2,2.06,98,72,445,2000,3,0,2019,1,23
273,3,0,0,0,0,0,0,0,0,12,22,FALSE,1.8,0.3,2.1,1.91,91,72,617,1929,1,0,1950,-1,-1
274,6,38,10,8,5,15,10,6,3,695,15391,FALSE,23.2,5.4,3.9,1.93,94,72,196,1993,10,8,2012,1,3
275,6,28,7,9,5,10,8,0,2,605,5622,FALSE,9.3,3.6,3.4,1.91,84,72,304,1947,9,0,1969,1,10
276,6,24,0,0,0,10,10,0,0,126,2006,FALSE,15.9,4.4,3.8,1.78,79,72,274,1927,2,0,1949,-1,-1
278,6,23,9,3,1,8,4,5,1,417,4513,FALSE,12.7,1.5,3.5,1.93,85,72,200,1996,6,0,2016,1,19
279,0,22,15,3,3,11,7,3,2,609,7568,FALSE,12.4,1.3,4.7,2.06,107,72,272,1989,12,2,2008,1,2
280,1,46,0,5,0,14,18,0,0,570,9107,TRUE,16,1.5,10.4,2.06,102,72,442,1939,8,2,1962,1,3
281,6,16,5,2,0,7,1,1,0,182,1286,FALSE,7.1,2.1,1.9,1.88,84,26,115,1988,5,0,2009,1,25
282,3,5,1,0,0,2,0,1,0,52,266,FALSE,5.1,0.7,2.2,2.01,90,72,362,2000,0,0,2022,1,24
283,1,6,3,1,0,3,2,0,0,53,250,FALSE,4.7,0.6,1.8,2.06,102,72,154,1945,1,0,1967,2,15
284,6,6,1,0,2,3,2,1,0,88,241,FALSE,2.7,1.4,1.4,1.91,91,72,21,1971,3,0,-1,-1,-1
285,6,23,0,6,0,10,5,0,0,371,2325,FALSE,6.3,1.8,3.2,1.93,86,72,427,1931,7,0,1953,-1,-1
286,6,0,0,0,0,0,0,0,0,43,162,FALSE,3.8,0.7,0,1.85,84,72,164,1917,1,0,-1,-1,-1
287,1,7,9,2,1,3,4,0,2,238,964,FALSE,4.1,0.5,2.4,2.13,102,72,324,1963,6,0,1986,1,6
288,1,5,0,2,0,2,3,0,0,111,935,FALSE,8.4,0.5,0,1.96,84,72,298,1916,3,0,-1,-1,-1
289,3,12,0,2,1,6,2,0,2,388,3977,FALSE,10.3,1.6,7,2.06,84,72,338,1951,7,1,1973,1,7
291,6,25,7,7,3,9,6,7,1,860,8370,FALSE,9.7,1.7,2.1,1.96,100,36,206,1986,14,0,2007,1,18
292,6,13,2,2,2,5,4,3,1,376,3204,FALSE,8.5,2.3,2.2,1.91,91,72,331,1979,8,0,-1,-1,-1
293,3,2,2,0,0,1,0,0,0,63,175,FALSE,2.8,0.4,1.9,1.96,84,72,161,1951,3,0,1973,5,83
294,0,11,6,3,2,4,3,0,2,161,593,FALSE,3.7,1.2,3.1,2.01,98,72,415,1995,5,0,2017,2,38
295,6,33,8,6,4,13,8,7,1,706,6998,FALSE,9.9,1.7,2.8,1.96,95,71,199,1976,13,2,-1,-1,-1
297,6,0,0,0,0,0,0,0,0,36,183,FALSE,5.1,1.6,2.6,1.83,82,72,383,1932,2,0,-1,-1,-1
298,1,29,0,7,0,11,11,0,0,1043,20941,TRUE,20.1,2.4,13.7,2.08,102,72,256,1939,14,4,1961,1,1
299,0,0,0,0,0,0,0,0,0,296,1750,FALSE,5.9,1.8,3.2,1.96,95,72,517,1994,6,0,2016,1,21
300,3,9,0,0,0,3,3,0,0,131,827,FALSE,6.3,1,2.6,1.91,84,72,251,1930,2,0,1953,-1,-1
301,6,3,0,2,0,1,1,0,0,115,628,FALSE,5.5,1.6,1.9,1.93,84,72,265,1950,2,0,1974,2,27
302,0,0,0,0,0,0,0,0,0,187,1014,FALSE,5.4,1.3,3.9,2.13,113,16,309,1997,4,0,2016,1,4
303,3,19,7,3,1,6,5,3,3,262,1453,FALSE,5.5,0.6,2.2,2.13,104,72,434,1981,9,0,1999,1,5
305,0,26,9,1,2,6,14,0,6,807,9223,FALSE,11.4,1.3,7.5,2.13,113,72,136,1964,15,1,1985,1,3
306,0,0,0,0,0,0,0,0,0,153,835,FALSE,5.5,0.9,1.7,1.98,91,72,416,1978,5,0,1998,1,28
307,0,0,0,0,0,0,0,0,0,151,658,FALSE,4.4,0.5,3.1,2.03,107,13,578,1993,5,0,2013,1,1
308,0,0,0,0,0,0,0,0,0,21,48,FALSE,2.3,1,0.5,1.83,77,72,401,1970,3,0,1992,2,38
309,2,2,3,0,0,1,2,0,1,68,269,FALSE,4,0.4,2.7,2.06,107,72,20,1973,5,0,1995,1,27
310,3,0,0,0,0,0,0,0,0,129,498,FALSE,3.9,0.8,3.3,2.01,91,72,437,1955,4,0,-1,-1,-1
311,6,9,2,3,1,4,2,1,1,152,538,FALSE,3.5,2,1,1.83,79,72,639,1969,3,0,1992,2,35
312,6,22,8,2,2,10,2,0,1,136,648,FALSE,4.8,0.9,3,2.01,95,72,274,1965,3,0,1988,3,64
313,3,20,11,3,2,8,5,3,3,492,3455,FALSE,7,0.6,4,2.03,100,72,5,1968,7,0,-1,-1,-1
315,1,18,14,3,4,8,5,0,2,680,6168,FALSE,9.1,1.8,5.7,2.11,107,72,256,1954,11,1,1977,1,1
319,3,0,0,0,0,0,0,0,0,64,706,FALSE,11,1.3,3.1,2.03,93,72,472,1964,1,0,1988,1,18
320,3,27,8,3,3,12,9,0,1,205,2882,FALSE,14.1,1.4,4.7,2.03,98,72,515,1964,3,0,1986,1,14
321,6,0,0,0,0,0,0,0,0,12,34,FALSE,2.8,0.8,0.8,1.93,91,39,412,1989,2,0,-1,-1,-1
322,3,15,5,3,2,5,4,4,2,432,3371,FALSE,4.6,0.5,1.2,2.08,102,39,41,1992,6,0,2011,2,42
323,6,0,0,0,0,0,0,0,0,69,244,FALSE,3.5,2,0.9,1.8,75,72,85,1956,2,0,-1,-1,-1
324,6,24,11,12,4,8,11,2,1,708,5376,FALSE,7.6,3.5,1.8,1.8,83,72,220,1972,11,0,1995,1,23
325,6,21,14,7,5,8,6,5,4,593,5069,FALSE,6.2,2.9,3.7,1.88,82,72,21,1988,10,3,2009,2,42
326,3,15,8,3,2,5,2,3,0,229,3240,FALSE,13.8,1.5,4.7,2.01,98,72,595,1999,2,2,2020,1,19
327,3,0,0,0,0,0,0,0,0,18,18,FALSE,1,0.2,1.1,2.01,98,72,129,1998,2,0,2020,2,36
329,6,21,0,6,0,9,7,0,0,687,5550,FALSE,8.1,2.2,2.5,1.91,84,72,62,1932,10,0,1954,2,18
331,6,22,6,11,4,9,7,2,1,675,5775,FALSE,8.6,3.3,2.3,1.85,84,72,577,1949,9,0,1972,4,58
332,6,36,8,12,5,14,10,6,2,1001,14698,FALSE,14.7,5.5,3.1,1.88,88,72,19,1978,15,3,1998,1,2
336,3,0,0,0,0,0,0,0,0,94,234,FALSE,2.5,0.4,1.2,2.01,98,72,427,1953,4,0,1975,1,13
337,6,40,10,13,5,11,16,8,2,1043,15802,FALSE,15.2,5.4,2.9,1.91,95,72,129,1976,17,16,1997,1,3
338,6,44,5,11,5,19,8,0,2,901,18327,TRUE,20.3,6,3.8,1.91,82,72,539,1943,12,9,1966,1,2
339,3,0,0,0,0,0,0,0,0,11,14,FALSE,1.3,0.1,1.6,2.03,107,72,381,1961,1,0,1984,3,57
340,1,9,11,4,1,4,3,1,4,282,1402,FALSE,2.2,0.4,1.3,2.03,106,13,578,1992,5,0,-1,-1,-1
341,6,0,0,0,0,0,0,0,0,13,39,FALSE,3,0.6,1.5,1.98,90,72,84,1994,2,0,2017,2,56
342,3,0,0,0,0,0,0,0,0,11,25,FALSE,2.3,0.4,1.1,1.98,95,72,274,1935,1,0,1956,-1,-1
343,3,43,21,16,6,17,14,5,4,897,21791,TRUE,24.3,6.3,10,2.06,100,72,257,1956,13,48,1978,1,6
344,6,30,6,7,6,14,7,1,1,696,12544,FALSE,18,3.2,3,1.91,86,72,241,1955,12,2,1977,1,2
345,3,11,0,1,0,4,3,0,0,56,467,FALSE,8.3,1.6,0,1.91,88,72,609,1922,1,0,-1,-1,-1
346,2,0,0,0,0,0,0,0,0,187,919,FALSE,4.4,1,3.6,2.11,113,28,322,1999,3,0,2019,1,18
347,1,17,26,2,2,6,5,0,4,799,4077,FALSE,4.3,0.9,4.3,2.03,116,19,39,1992,11,0,2011,1,7
348,3,16,8,3,2,5,4,3,1,449,3412,FALSE,7.6,1.8,4.6,2.06,106,58,193,1988,8,0,2010,2,35
349,1,4,3,1,1,2,2,0,1,235,505,FALSE,2.1,0.4,1.8,2.16,114,72,256,1962,5,1,1985,1,17
350,3,12,0,0,0,5,4,0,0,136,1245,FALSE,9.2,2.3,2.4,1.93,91,72,271,1921,3,0,-1,-1,-1
352,4,2,2,1,0,1,0,0,1,220,1075,FALSE,4.9,0.5,4.7,2.06,113,72,271,1991,5,0,-1,-1,-1
353,1,0,0,0,0,0,0,0,0,71,299,FALSE,4.2,0.6,3.6,2.08,100,72,491,1941,1,0,1964,9,72
354,6,43,10,11,4,19,13,1,2,980,17623,FALSE,18,3,3.3,1.98,86,72,272,1959,13,0,1981,1,9
355,3,0,0,0,0,0,0,0,0,27,34,FALSE,1.3,0.3,0.9,1.98,113,72,347,1970,1,0,-1,-1,-1
356,3,0,0,0,0,0,0,0,0,60,202,FALSE,3.4,0.4,1.6,1.98,95,72,637,1963,1,0,1984,2,28
357,6,0,0,0,0,0,0,0,0,13,18,FALSE,1.4,0.8,0.8,1.83,86,72,143,1968,1,0,-1,-1,-1
358,6,0,0,0,0,0,0,0,0,10,37,FALSE,3.7,1.8,0.6,1.93,77,72,543,1965,1,0,1987,2,27
359,0,13,14,3,4,6,4,0,1,424,2865,FALSE,6.8,0.8,5.1,2.01,122,72,437,1989,7,1,2009,2,37
360,6,19,8,10,4,7,3,5,2,870,5662,FALSE,6.5,4,2.1,1.91,78,72,317,1980,14,0,2003,2,38
362,6,0,0,0,0,0,0,0,0,76,569,FALSE,7.5,0.8,1.8,1.93,87,72,300,1996,3,0,-1,-1,-1
363,6,0,0,0,0,0,0,0,0,14,25,FALSE,1.8,1.2,1.1,1.83,93,72,263,1983,2,0,2006,2,60
364,6,0,0,0,0,0,0,0,0,36,117,FALSE,3.3,1.3,1,1.85,79,72,240,1939,1,0,1961,4,33
365,6,2,1,3,3,1,0,0,0,142,289,FALSE,2,0.8,0.8,1.93,86,72,557,1966,3,0,1990,1,26
367,2,15,10,4,2,6,8,0,2,564,5706,FALSE,10.1,1.4,5.4,2.11,118,72,495,1986,9,0,2005,2,49
369,6,27,10,9,4,11,6,3,2,756,10348,FALSE,13.7,4.7,3.9,1.85,97,72,274,1989,13,3,2010,1,18
370,6,2,0,0,0,1,0,0,0,48,107,FALSE,2.2,0.5,1.1,1.93,91,72,349,1995,3,0,2019,-1,-1
372,3,20,0,2,1,8,7,0,0,597,7106,FALSE,11.9,1.3,6.6,2.08,94,72,501,1944,10,0,1966,3,27
373,1,15,0,0,0,6,10,0,0,93,634,FALSE,6.8,0.8,0,1.98,86,72,543,1915,2,0,-1,-1,-1
375,4,8,11,2,3,4,3,0,3,644,2287,FALSE,3.6,0.7,4.2,2.08,110,72,119,1969,12,0,1993,1,25
376,2,21,13,2,3,7,7,0,3,605,4941,FALSE,8.2,0.8,4.6,2.13,113,72,437,1975,10,0,1997,2,54
377,0,0,0,0,0,0,0,0,0,10,30,FALSE,3,1.2,1.3,1.96,91,72,314,1992,3,0,-1,-1,-1
379,6,0,0,0,0,0,0,0,0,49,226,FALSE,4.6,1.4,0.8,1.93,84,72,416,1958,1,0,1981,2,36
380,6,4,0,2,0,1,2,0,0,227,1052,FALSE,4.6,2.1,2.4,1.83,77,72,543,1924,4,0,1949,-1,-1
382,6,24,0,7,0,10,5,0,0,474,5430,FALSE,11.5,3.5,4.7,1.93,91,72,147,1933,7,0,1958,3,17
383,3,0,0,0,0,0,0,0,0,10,16,FALSE,1.6,0.4,0.6,1.98,93,72,539,1999,0,0,-1,-1,-1
384,1,23,17,9,1,10,5,0,2,635,4596,FALSE,7.2,3.2,9,2.13,120,72,544,1945,10,0,1968,1,4
385,7,15,7,3,2,5,3,5,2,671,4257,FALSE,6.3,1.3,2.7,1.96,98,72,274,1980,11,0,2003,2,43
386,6,29,8,6,4,12,6,7,2,370,5257,FALSE,14,2.8,3.1,1.96,102,58,193,1992,5,1,2014,1,27
387,3,32,10,5,4,11,9,9,1,662,10316,FALSE,21.6,2.6,3.8,2.01,103,16,193,1989,8,4,2011,2,31
389,1,15,21,6,3,7,3,0,5,706,6808,FALSE,9.6,2.2,8.7,2.13,118,3,583,1984,15,7,2005,1,1
391,2,11,2,1,1,3,4,1,1,123,776,FALSE,9.1,1,5.8,2.18,100,64,415,1999,3,0,2019,2,44
392,1,10,12,1,2,3,4,1,9,624,1599,FALSE,2.6,0.3,4.2,2.29,91,72,66,1962,10,1,1985,2,31
393,0,6,3,1,1,2,1,2,1,51,217,FALSE,4.3,0.8,3.4,2.03,102,3,577,1996,2,0,2017,2,36
395,3,0,0,0,0,0,0,0,0,20,56,FALSE,2.8,0.6,1.8,1.96,93,72,216,1931,1,0,1953,-1,-1
396,0,0,0,0,0,0,0,0,0,49,56,FALSE,0.4,0.5,0.5,1.98,91,2,188,2000,1,0,2020,1,23
397,0,4,1,0,0,2,0,0,1,18,31,FALSE,1.7,0.1,1.5,2.06,107,73,613,1994,2,0,2016,2,52
401,6,1,1,0,1,0,1,0,0,153,873,FALSE,5.7,1.2,1.9,1.96,91,72,338,1969,3,0,-1,-1,-1
402,0,0,0,0,0,0,0,0,0,24,68,FALSE,2.8,1.1,1.2,1.88,82,72,544,1997,2,0,2019,2,57
404,6,2,1,0,0,0,2,0,1,143,439,FALSE,3.1,0.8,2.2,2.03,82,29,485,1999,5,0,2018,2,39
405,3,10,0,0,0,5,4,0,0,76,478,FALSE,6.3,0.4,1.5,1.93,87,72,119,1942,2,0,1964,2,16
406,3,7,9,1,1,3,3,0,1,318,2199,FALSE,6.9,1.4,5.4,2.03,104,72,518,1968,7,0,1990,1,23
407,2,14,7,2,3,5,6,4,2,792,4632,FALSE,5.8,0.7,3,2.08,107,72,196,1980,13,0,2003,2,45
408,6,47,13,11,4,19,17,8,3,530,12688,FALSE,27.8,5.5,4.5,1.96,93,72,274,1996,7,11,2015,1,13
409,6,0,0,0,0,0,0,0,0,32,166,FALSE,5.2,2.3,1.2,1.88,84,72,343,1972,2,0,-1,-1,-1
410,3,9,9,2,1,4,3,0,3,532,3679,FALSE,6.9,1.1,5.5,2.03,103,72,122,1987,8,0,2010,1,23
411,4,8,4,1,1,2,6,0,1,256,1340,FALSE,5.2,0.5,4.9,2.08,109,72,133,1984,5,0,2006,1,23
412,6,24,3,4,1,10,5,0,0,379,5284,FALSE,13.9,3.4,2.8,1.88,91,72,249,1946,5,0,1968,11,147
413,1,16,6,1,2,7,2,0,2,366,1190,FALSE,3.3,0.4,2.8,2.11,104,72,426,1976,11,0,1999,2,35
414,3,0,0,0,0,0,0,0,0,45,130,FALSE,2.9,0.9,2.2,1.98,103,72,317,1974,2,0,1997,1,28
415,3,27,0,4,0,10,8,0,0,874,12964,FALSE,14.8,1.4,8.1,2.03,98,72,272,1937,11,1,1959,1,1
416,3,41,22,6,3,17,12,0,3,861,13976,FALSE,16.2,2.2,9.5,2.06,117,72,163,1981,13,14,2002,2,34
417,1,0,0,0,0,0,0,0,0,83,258,FALSE,3.1,0.8,3.3,2.13,110,72,530,1980,3,0,2002,1,18
418,3,13,0,2,0,5,3,0,0,75,342,FALSE,4.6,0.7,0,1.96,91,72,359,1927,2,0,-1,-1,-1
419,3,6,6,1,0,2,2,0,0,17,62,FALSE,3.6,0.6,2.4,2.03,100,17,594,1972,1,0,-1,-1,-1
420,1,0,0,0,0,0,0,0,0,24,64,FALSE,2.7,0.2,1,2.03,100,72,543,1924,1,0,1950,-1,-1
421,3,30,0,7,0,11,11,0,0,285,3187,FALSE,11.2,2.1,3.7,1.96,95,72,154,1927,5,0,-1,-1,-1
422,3,39,19,9,3,16,13,4,4,893,17189,TRUE,19.2,2,8.5,2.11,107,72,220,1984,14,13,2003,1,4
424,3,0,0,0,0,0,0,0,0,13,56,FALSE,4.3,0.2,3,2.03,102,72,317,1956,1,0,1978,4,81
425,6,0,0,0,0,0,0,0,0,73,486,FALSE,6.5,0.9,1.4,1.98,85,72,274,2001,1,0,2021,2,51
426,3,19,12,7,2,9,6,0,3,366,2821,FALSE,7.7,1.6,4.7,2.03,100,72,488,1953,6,0,1975,1,17
427,4,25,10,1,1,8,9,2,2,307,2788,FALSE,9.4,0.4,5.5,2.06,91,55,415,1993,5,0,-1,-1,-1
428,6,0,0,0,0,0,0,0,0,65,333,FALSE,5.6,1.2,2.1,1.93,86,72,133,2000,1,0,2021,1,11
429,1,0,0,0,0,0,0,0,0,44,43,FALSE,1,0.1,1.3,2.13,117,72,216,1978,4,0,2001,2,49
431,3,8,0,0,0,2,6,0,0,195,1763,FALSE,9,2,4.2,1.93,95,72,626,1925,3,0,1949,-1,-1
432,3,0,0,0,0,0,0,0,0,142,424,FALSE,3,0.2,1.9,2.08,115,72,411,1977,3,0,1999,1,17
433,3,27,9,5,4,10,5,7,3,873,5290,FALSE,6.1,1.2,2.8,2.01,91,72,87,1971,14,9,-1,-1,-1
434,0,7,4,3,2,3,2,0,0,507,1319,FALSE,2.6,0.5,2.1,2.06,99,72,262,1975,10,0,1998,2,55
435,0,0,0,0,0,0,0,0,0,12,9,FALSE,0.8,0,0.8,1.98,86,72,538,1998,3,0,-1,-1,-1
436,6,14,4,3,1,5,2,4,1,461,2945,FALSE,6.4,1.8,2.2,1.98,91,72,407,1963,7,0,1986,3,66
437,1,16,20,5,3,6,6,1,5,511,5564,FALSE,10.9,2.1,7.5,2.16,107,72,274,1961,10,1,1984,1,2
439,6,0,0,0,0,0,0,0,0,45,335,FALSE,7.4,2.9,2.7,1.85,85,72,60,1997,2,0,-1,-1,-1
440,1,18,0,3,0,9,3,0,0,243,702,FALSE,2.9,0.7,3.3,2.08,104,72,631,1943,5,0,1965,1,7
441,0,0,0,0,0,0,0,0,0,30,79,FALSE,2.6,0.5,0.8,1.96,89,72,129,1973,2,0,1995,2,42
443,6,0,0,0,0,0,0,0,0,327,2784,FALSE,8.5,3,1.6,1.88,82,72,416,1950,6,1,1972,1,5
445,6,32,6,5,2,12,8,3,1,652,5791,FALSE,8.9,3.2,1.3,1.65,60,72,174,1976,14,0,-1,-1,-1
446,1,0,0,0,0,0,0,0,0,109,1105,FALSE,10.1,1.9,4.6,2.06,102,72,515,1922,2,0,-1,-1,-1
447,6,0,0,0,0,0,0,0,0,177,1478,FALSE,8.4,1.2,2.1,1.98,84,72,471,1957,3,0,1978,1,13
448,0,0,0,0,0,0,0,0,0,23,26,FALSE,1.1,0.4,1,1.98,94,72,577,1983,1,0,-1,-1,-1
449,6,17,1,5,1,6,5,0,0,187,1141,FALSE,6.1,2.2,1.6,1.85,79,72,575,1950,3,0,1972,2,21
450,3,0,0,0,0,0,0,0,0,17,30,FALSE,1.8,0.5,1.1,2.08,104,72,263,1987,3,0,2010,1,21
451,3,6,0,0,0,2,2,0,0,44,144,FALSE,3.3,0.5,2.1,2.03,95,72,405,1942,2,0,1964,1,3
452,3,0,0,0,0,0,0,0,0,39,137,FALSE,3.5,0.3,1.7,1.98,98,72,595,1959,1,0,1981,4,86
453,3,7,0,1,1,3,2,1,0,99,440,FALSE,4.4,0.7,1.5,1.98,86,72,552,1953,3,0,1977,2,29
454,6,29,7,7,4,12,6,4,3,660,7279,FALSE,11,1.7,2.8,1.91,82,72,557,1990,13,2,2010,1,19
455,3,29,0,7,0,12,10,0,0,742,9217,TRUE,12.4,3.4,3.2,1.96,93,72,444,1943,10,2,1965,-1,-1
456,6,2,0,1,0,1,0,0,0,110,347,FALSE,3.2,0.5,1.1,1.96,98,72,647,1959,3,0,1981,1,23
457,6,10,4,6,2,4,3,2,1,600,3131,FALSE,5.2,1.9,1.8,1.98,88,72,380,1957,9,0,1979,1,13
458,6,0,0,0,0,0,0,0,0,46,87,FALSE,1.9,0.8,0,1.91,79,72,410,1928,1,0,-1,-1,-1
459,3,0,1,1,0,0,0,0,0,173,483,FALSE,2.8,0.5,3.4,2.08,111,72,595,1979,5,0,2001,1,17
460,1,10,12,2,1,5,7,0,6,832,6752,FALSE,8.1,0.7,6.3,2.29,125,72,67,1972,13,2,1993,1,2
461,0,10,9,1,1,5,2,0,1,179,792,FALSE,1.6,0.1,0.9,2.11,112,72,380,1998,5,0,2017,1,28
462,1,0,0,0,0,0,0,0,0,36,59,FALSE,1.6,0.2,1.9,2.08,120,3,323,1968,1,4,-1,-1,-1
463,3,0,0,0,0,0,0,0,0,53,131,FALSE,2.5,0.2,1.5,2.03,104,72,446,1970,1,0,-1,-1,-1
464,3,0,0,0,0,0,0,0,0,22,46,FALSE,2.1,0.3,2.3,2.03,111,72,648,1976,3,0,1998,2,57
466,3,3,2,2,1,1,3,0,0,130,834,FALSE,6.4,0.7,1.9,2.01,84,72,317,1963,4,0,1985,2,46
467,3,40,15,8,3,18,13,0,5,1058,16827,FALSE,15.9,2.1,8.5,2.06,115,72,163,1979,18,14,1999,1,1
468,6,28,9,12,4,10,7,3,2,724,9994,FALSE,13.8,6.1,3,1.8,78,72,415,1970,12,4,1991,1,11
469,3,0,0,0,0,0,0,0,0,66,673,FALSE,10.2,1.9,2.7,1.93,82,72,405,2003,0,0,2022,1,20
470,3,17,0,4,0,7,8,0,0,338,2455,FALSE,7.3,2.1,7,1.98,98,72,331,1925,5,0,-1,-1,-1
471,3,0,0,0,0,0,0,0,0,72,391,FALSE,5.4,0.7,2.9,2.08,100,72,503,1958,2,0,1980,2,45
473,0,1,2,2,0,0,1,0,1,41,110,FALSE,5.5,0.8,1.5,1.96,113,72,127,1996,2,0,2019,2,50
474,6,0,0,0,0,0,0,0,0,30,110,FALSE,3.7,1.1,1.3,1.85,77,72,374,1931,1,0,1952,-1,-1
475,6,25,3,10,4,9,8,5,1,586,4081,FALSE,7,3.2,1.8,1.88,84,72,530,1955,9,0,1977,3,66
476,6,32,0,7,0,12,14,0,0,788,10625,FALSE,13.5,3.7,3.4,1.96,82,72,126,1927,13,2,-1,-1,-1
477,6,9,5,2,4,4,1,1,1,76,360,FALSE,4.7,0.8,2.4,1.98,100,72,271,2001,0,0,2022,1,21
478,3,0,0,0,0,0,0,0,0,64,318,FALSE,5,0.9,1.9,1.98,100,13,330,1999,4,0,2019,2,47
479,0,0,0,0,0,0,0,0,0,102,299,FALSE,2.9,0.4,0.9,2.01,98,72,647,1970,3,0,-1,-1,-1
480,6,12,4,2,2,4,2,2,0,100,646,FALSE,6.5,2.2,1.8,1.88,84,72,511,1980,3,1,-1,-1,-1
481,3,2,0,0,0,1,0,0,0,16,40,FALSE,2.5,0.4,1.9,1.98,93,72,380,1936,1,0,1958,1,4
